ORDEN,FECHA,AÑO,MES,DÍA_SEMANA_NOMBRE,GRAVEDAD,PEATON,AUTOMOVIL,CAMPAERO,CAMIONETA,CAMION,MOTO,VIA 1,BARRIO,HORA,ENTIDAD,nombrecomuna,Propietario de Vehículo,DIURNIO/NOCTURNO,HORA RESTRICCION MOTO,DÍA_MES_NUM,DÍA_SEMANA_NUM,MES_NUM
28075,2019-03-13,2019,2,2,0,0,1,0,0,0,1,53,111,482,1,13,1,1,6,13,3,3
28076,2019-03-14,2019,2,3,4,0,1,0,0,0,1,17,25,489,1,12,0,1,6,14,4,3
28077,2019-03-14,2019,2,3,0,0,0,0,1,0,1,8,19,613,1,9,1,0,6,14,4,3
28078,2019-03-14,2019,2,3,0,0,0,0,0,1,1,10,197,712,1,3,1,0,6,14,4,3
28079,2019-03-14,2019,2,3,0,0,0,0,0,0,2,0,120,1073,1,1,1,0,6,14,4,3
28080,2019-03-14,2019,2,3,4,0,0,0,1,0,1,41,148,1089,1,13,1,0,6,14,4,3
28081,2019-03-14,2019,2,3,4,0,2,0,0,0,0,53,167,174,1,12,1,0,2,14,4,3
28082,2019-03-14,2019,2,3,4,0,1,0,0,0,1,53,78,101,1,13,1,0,6,14,4,3
28083,2019-03-14,2019,2,3,4,0,0,0,1,0,1,41,48,241,1,15,1,0,6,14,4,3
28084,2019-03-14,2019,2,3,0,0,0,0,0,0,2,53,214,288,1,13,1,0,6,14,4,3
28085,2019-03-14,2019,2,3,0,0,0,0,0,0,2,53,92,399,1,15,1,0,6,14,4,3
28086,2019-03-14,2019,2,3,4,0,0,0,0,1,0,5,250,383,1,0,1,0,2,14,4,3
28087,2019-03-14,2019,2,3,4,0,1,0,0,0,0,41,218,506,1,2,1,1,2,14,4,3
28088,2019-03-14,2019,2,3,0,1,0,0,0,0,1,41,158,460,1,17,1,1,6,14,4,3
28089,2019-03-14,2019,2,3,0,0,1,0,0,0,1,5,252,546,1,0,1,1,6,14,4,3
28090,2019-03-14,2019,2,3,0,1,0,0,0,0,1,41,194,597,1,6,1,1,6,14,4,3
28091,2019-03-15,2019,2,4,4,0,2,0,1,0,0,8,182,1073,1,10,1,0,2,15,5,3
28092,2019-03-15,2019,2,4,0,0,0,0,0,0,2,41,214,1073,1,13,1,0,6,15,5,3
28093,2019-03-15,2019,2,4,4,0,0,1,1,0,0,53,48,1027,1,15,1,0,2,15,5,3
28094,2019-03-15,2019,2,4,0,0,1,0,0,0,1,88,237,195,1,9,1,0,6,15,5,3
28095,2019-03-15,2019,2,4,0,0,1,0,0,0,1,88,237,174,1,9,1,0,6,15,5,3
28096,2019-03-15,2019,2,4,4,0,0,0,1,1,0,53,112,361,1,5,1,0,2,15,5,3
28097,2019-03-15,2019,2,4,0,0,0,0,0,0,2,33,48,564,1,15,1,1,6,15,5,3
28098,2019-03-16,2019,2,5,0,0,0,0,0,0,1,53,155,0,1,2,1,1,1,16,6,3
28099,2019-03-16,2019,2,5,0,0,0,0,0,0,1,71,112,227,1,5,1,1,1,16,6,3
28100,2019-03-16,2019,2,5,0,0,0,0,0,0,2,53,18,511,1,13,1,0,6,16,6,3
28101,2019-03-16,2019,2,5,0,0,1,0,0,0,1,41,218,632,1,2,1,0,6,16,6,3
28102,2019-03-16,2019,2,5,0,0,1,0,0,0,1,53,93,721,1,3,0,0,6,16,6,3
28103,2019-03-16,2019,2,5,4,0,1,0,0,0,1,53,122,890,1,9,1,0,6,16,6,3
28104,2019-03-16,2019,2,5,0,0,1,0,0,0,1,53,122,1073,1,9,1,0,6,16,6,3
28105,2019-03-16,2019,2,5,0,0,0,0,1,0,1,41,48,133,1,15,1,0,6,16,6,3
28106,2019-03-16,2019,2,5,0,0,0,0,2,0,1,41,113,223,1,5,1,0,6,16,6,3
28107,2019-03-16,2019,2,5,0,0,1,0,0,0,1,10,175,497,1,8,1,1,6,16,6,3
28108,2019-03-16,2019,2,5,0,0,0,0,0,0,2,5,224,433,1,2,1,0,6,16,6,3
28109,2019-03-16,2019,2,5,0,0,0,0,0,0,2,33,48,713,1,15,1,1,6,16,6,3
28110,2019-03-16,2019,2,5,4,0,1,0,1,0,0,88,81,783,1,16,1,1,2,16,6,3
28111,2019-03-17,2019,2,6,0,0,1,0,0,0,1,41,197,815,1,3,1,0,6,17,7,3
28112,2019-03-17,2019,2,6,1,1,0,0,0,0,1,53,49,984,1,2,1,0,6,17,7,3
28113,2019-03-17,2019,2,6,4,0,1,0,0,0,1,53,228,984,1,12,1,0,6,17,7,3
28114,2019-03-17,2019,2,6,0,0,1,0,0,0,0,41,182,840,1,10,1,0,2,17,7,3
28115,2019-03-17,2019,2,6,4,0,1,0,0,0,1,41,126,952,1,16,1,0,6,17,7,3
28116,2019-03-17,2019,2,6,0,0,1,0,0,0,1,53,58,1103,1,12,1,0,6,17,7,3
28117,2019-03-17,2019,2,6,0,0,1,0,0,0,1,78,194,118,1,6,1,0,6,17,7,3
28118,2019-03-17,2019,2,6,4,0,2,0,0,0,0,53,235,296,1,2,0,0,2,17,7,3
28119,2019-03-18,2019,2,0,0,0,0,0,0,0,1,53,149,86,1,12,1,1,1,18,1,3
28120,2019-03-18,2019,2,0,0,0,1,0,0,0,0,41,124,669,1,5,1,0,2,18,1,3
28121,2019-03-18,2019,2,0,0,0,0,0,1,0,1,41,115,605,1,4,1,0,6,18,1,3
28122,2019-03-18,2019,2,0,0,0,1,0,0,0,1,87,52,187,1,11,0,0,6,18,1,3
28123,2019-03-18,2019,2,0,4,0,2,0,0,0,0,53,148,118,1,13,1,0,2,18,1,3
28124,2019-03-18,2019,2,0,4,0,0,0,2,0,0,53,182,174,1,10,1,0,2,18,1,3
28125,2019-03-18,2019,2,0,0,1,0,0,0,0,1,41,77,367,1,11,1,0,6,18,1,3
28126,2019-03-18,2019,2,0,0,1,0,0,0,0,1,41,195,452,1,1,1,1,6,18,1,3
28127,2019-03-18,2019,2,0,0,0,0,0,0,0,1,41,182,469,1,10,1,1,6,18,1,3
28128,2019-03-18,2019,2,0,0,0,1,1,0,0,0,53,25,582,1,12,0,1,2,18,1,3
28129,2019-03-19,2019,2,1,0,1,0,0,0,0,0,41,86,422,1,17,1,1,2,19,2,3
28130,2019-03-19,2019,2,1,0,1,0,0,0,0,1,53,111,623,1,13,1,0,6,19,2,3
28131,2019-03-19,2019,2,1,0,0,0,0,1,0,1,53,122,885,1,9,1,0,6,19,2,3
28132,2019-03-19,2019,2,1,0,0,1,0,0,0,1,41,146,738,1,6,1,0,6,19,2,3
28133,2019-03-19,2019,2,1,4,0,3,0,0,0,0,53,8,925,1,2,1,0,2,19,2,3
28134,2019-03-19,2019,2,1,4,0,2,0,0,0,0,41,194,13,1,6,1,0,2,19,2,3
28135,2019-03-19,2019,2,1,4,0,1,0,1,0,0,41,10,140,1,4,1,0,2,19,2,3
28136,2019-03-19,2019,2,1,4,0,0,0,1,0,1,41,226,264,1,3,1,0,6,19,2,3
28137,2019-03-19,2019,2,1,4,0,0,0,1,0,0,53,113,408,1,5,0,0,2,19,2,3
28138,2019-03-19,2019,2,1,4,0,1,0,0,0,1,41,196,433,1,5,1,0,6,19,2,3
28139,2019-03-19,2019,2,1,0,0,0,0,0,1,1,41,56,469,1,2,1,1,6,19,2,3
28140,2019-03-19,2019,2,1,0,0,2,0,0,0,1,41,182,489,1,10,1,1,6,19,2,3
28141,2019-03-19,2019,2,1,0,0,1,0,0,0,1,53,224,642,1,2,0,1,6,19,2,3
28142,2019-03-20,2019,2,2,4,0,1,0,0,0,1,53,25,1110,1,12,1,1,1,20,3,3
28143,2019-03-20,2019,2,2,0,0,1,0,0,0,1,87,20,194,1,9,1,1,1,20,3,3
28144,2019-03-20,2019,2,2,0,0,0,0,0,0,2,8,222,571,1,9,1,0,6,20,3,3
28145,2019-03-20,2019,2,2,4,0,1,0,0,0,0,53,42,590,1,12,0,0,2,20,3,3
28146,2019-03-20,2019,2,2,4,0,1,0,0,0,1,41,26,632,1,13,1,0,6,20,3,3
28147,2019-03-20,2019,2,2,4,0,1,0,0,0,0,53,42,894,1,12,0,0,2,20,3,3
28148,2019-03-20,2019,2,2,0,0,1,0,0,0,1,53,218,840,1,2,0,0,6,20,3,3
28149,2019-03-20,2019,2,2,0,0,0,0,1,0,1,41,10,42,1,4,1,0,6,20,3,3
28150,2019-03-20,2019,2,2,0,0,0,0,0,0,1,41,197,56,1,3,1,0,6,20,3,3
28151,2019-03-20,2019,2,2,4,0,0,0,2,0,0,41,78,140,1,13,1,0,2,20,3,3
28152,2019-03-20,2019,2,2,1,0,0,0,0,0,1,5,54,209,1,0,1,0,6,20,3,3
28153,2019-03-20,2019,2,2,4,0,1,0,1,0,0,53,78,281,1,13,1,0,2,20,3,3
28154,2019-03-20,2019,2,2,0,0,0,0,1,0,1,41,101,452,1,6,1,1,6,20,3,3
28155,2019-03-20,2019,2,2,4,0,1,0,1,0,0,53,58,521,1,12,1,1,2,20,3,3
28156,2019-03-20,2019,2,2,0,1,0,0,0,0,1,53,108,475,1,1,1,1,6,20,3,3
28157,2019-03-20,2019,2,2,4,0,1,0,0,1,0,37,218,564,1,2,1,1,2,20,3,3
28158,2019-03-20,2019,2,2,4,0,2,0,0,0,0,53,167,713,1,12,1,1,2,20,3,3
28159,2019-03-20,2019,2,2,4,0,1,0,0,0,1,41,235,582,1,2,1,1,6,20,3,3
28160,2019-03-20,2019,2,2,4,0,2,0,0,0,0,88,81,686,1,16,1,1,2,20,3,3
28161,2019-03-20,2019,2,2,4,0,0,0,0,0,1,53,55,868,1,0,0,1,6,20,3,3
28162,2019-03-20,2019,2,2,0,0,1,0,0,0,1,41,44,895,1,4,1,1,6,20,3,3
28163,2019-03-21,2019,2,3,4,0,0,0,2,0,0,4,153,232,1,14,1,1,2,21,4,3
28164,2019-03-21,2019,2,3,4,0,1,0,0,0,0,53,56,807,1,2,1,0,2,21,4,3
28165,2019-03-21,2019,2,3,0,0,0,0,0,0,1,53,18,217,1,13,1,0,6,21,4,3
28166,2019-03-21,2019,2,3,0,0,0,0,0,0,2,41,48,348,1,15,1,0,6,21,4,3
28167,2019-03-21,2019,2,3,4,0,1,0,0,0,1,53,235,693,1,2,1,1,6,21,4,3
28168,2019-03-22,2019,2,4,0,0,1,0,0,0,0,53,67,23,1,10,1,1,2,22,5,3
28169,2019-03-22,2019,2,4,0,0,1,0,0,0,1,41,235,581,1,2,0,0,6,22,5,3
28170,2019-03-22,2019,2,4,4,0,1,0,0,0,0,88,81,632,1,16,1,0,2,22,5,3
28171,2019-03-22,2019,2,4,4,0,0,0,1,0,0,10,175,984,1,8,1,0,2,22,5,3
28172,2019-03-22,2019,2,4,0,0,0,0,0,0,2,41,167,894,1,12,1,0,6,22,5,3
28173,2019-03-22,2019,2,4,0,0,1,0,0,0,1,53,56,1027,1,2,1,0,6,22,5,3
28174,2019-03-22,2019,2,4,4,0,1,0,0,0,1,30,113,273,1,5,1,0,6,22,5,3
28175,2019-03-22,2019,2,4,0,0,1,0,0,0,1,53,56,341,1,2,1,0,6,22,5,3
28176,2019-03-22,2019,2,4,4,0,2,0,1,0,0,53,42,791,1,12,0,1,2,22,5,3
28177,2019-03-23,2019,2,5,0,0,0,0,1,0,1,41,148,555,1,13,1,0,6,23,6,3
28178,2019-03-23,2019,2,5,0,0,1,0,0,0,1,33,189,764,1,14,1,0,6,23,6,3
28179,2019-03-23,2019,2,5,4,0,2,0,0,0,0,53,18,1041,1,13,1,1,2,23,6,3
28180,2019-03-23,2019,2,5,0,0,1,0,0,0,1,53,214,925,1,13,0,0,6,23,6,3
28181,2019-03-23,2019,2,5,0,1,0,0,0,0,1,53,123,42,1,5,1,0,6,23,6,3
28182,2019-03-23,2019,2,5,4,0,0,0,1,0,0,71,196,133,1,5,0,0,2,23,6,3
28183,2019-03-23,2019,2,5,4,0,1,0,1,0,0,53,42,174,1,12,1,0,2,23,6,3
28184,2019-03-23,2019,2,5,4,0,1,0,0,0,1,53,113,163,1,5,1,0,6,23,6,3
28185,2019-03-23,2019,2,5,0,0,1,0,0,0,2,41,56,174,1,2,1,0,6,23,6,3
28186,2019-03-23,2019,2,5,0,1,0,0,0,0,1,53,233,233,1,11,1,0,6,23,6,3
28187,2019-03-23,2019,2,5,4,0,1,0,0,1,0,53,214,133,1,13,1,0,2,23,6,3
28188,2019-03-23,2019,2,5,4,0,1,0,0,0,1,87,31,564,1,8,1,1,6,23,6,3
28189,2019-03-23,2019,2,5,1,1,0,0,0,0,1,71,196,652,1,5,1,1,6,23,6,3
28190,2019-03-23,2019,2,5,0,1,0,0,0,0,1,53,88,633,1,10,1,1,6,23,6,3
28191,2019-03-23,2019,2,5,0,0,1,0,0,0,1,33,8,886,1,2,1,1,6,23,6,3
28192,2019-03-24,2019,2,6,4,0,1,1,0,0,0,53,58,139,1,12,1,1,2,24,7,3
28193,2019-03-24,2019,2,6,0,0,1,0,0,0,1,41,214,545,1,13,1,0,6,24,7,3
28194,2019-03-24,2019,2,6,4,0,2,0,0,0,0,41,25,738,1,12,1,0,2,24,7,3
28195,2019-03-24,2019,2,6,4,0,0,0,1,0,0,53,48,999,1,15,1,0,2,24,7,3
28196,2019-03-24,2019,2,6,0,1,0,0,0,0,1,53,184,87,1,12,1,0,6,24,7,3
28197,2019-03-24,2019,2,6,0,0,1,0,0,0,1,53,228,316,1,12,1,0,6,24,7,3
28198,2019-03-24,2019,2,6,4,0,3,0,2,0,0,41,175,109,1,8,1,0,2,24,7,3
28199,2019-03-24,2019,2,6,0,0,0,0,0,0,1,8,182,433,1,10,1,0,6,24,7,3
28200,2019-03-24,2019,2,6,4,0,2,0,0,0,0,41,218,633,1,2,1,1,2,24,7,3
28201,2019-03-25,2019,2,0,0,0,0,0,0,0,1,53,42,29,1,12,1,1,1,25,1,3
28202,2019-03-25,2019,2,0,4,0,0,0,2,0,0,53,224,496,1,2,1,0,2,25,1,3
28203,2019-03-25,2019,2,0,0,0,1,0,0,0,1,53,218,1,1,2,1,0,6,25,1,3
28204,2019-03-25,2019,2,0,4,0,1,0,1,0,0,53,26,133,1,13,1,0,2,25,1,3
28205,2019-03-25,2019,2,0,4,0,2,0,0,0,0,8,182,214,1,10,1,0,2,25,1,3
28206,2019-03-25,2019,2,0,0,1,0,0,0,0,1,53,184,288,1,12,1,0,6,25,1,3
28207,2019-03-25,2019,2,0,4,0,0,0,1,0,1,53,194,475,1,6,1,1,6,25,1,3
28208,2019-03-26,2019,2,1,4,0,1,0,0,0,0,53,42,383,1,12,0,0,2,26,2,3
28209,2019-03-26,2019,2,1,4,0,0,0,0,0,0,10,197,452,1,3,1,1,2,26,2,3
28210,2019-03-26,2019,2,1,0,0,1,0,0,0,1,53,81,481,1,16,1,0,6,26,2,3
28211,2019-03-26,2019,2,1,0,2,0,0,0,0,1,31,194,632,1,6,1,0,6,26,2,3
28212,2019-03-26,2019,2,1,0,0,1,0,1,0,1,87,175,867,1,8,1,0,6,26,2,3
28213,2019-03-26,2019,2,1,0,0,0,0,0,0,2,39,8,840,1,2,1,0,6,26,2,3
28214,2019-03-26,2019,2,1,4,0,1,0,0,0,0,53,100,632,1,0,0,0,2,26,2,3
28215,2019-03-26,2019,2,1,0,0,0,0,1,0,1,41,196,174,1,5,1,0,6,26,2,3
28216,2019-03-26,2019,2,1,0,0,1,0,0,0,1,53,90,101,1,3,1,0,6,26,2,3
28217,2019-03-26,2019,2,1,0,0,0,0,0,0,1,41,167,228,1,12,1,0,6,26,2,3
28218,2019-03-26,2019,2,1,0,0,1,0,0,0,1,39,218,433,1,2,1,0,6,26,2,3
28219,2019-03-26,2019,2,1,0,1,0,0,0,0,1,53,228,878,1,12,1,1,6,26,2,3
28220,2019-03-27,2019,2,2,0,0,0,1,0,0,1,53,235,21,1,2,1,1,1,27,3,3
28221,2019-03-27,2019,2,2,0,1,0,0,0,0,1,41,235,590,1,2,1,0,6,27,3,3
28222,2019-03-27,2019,2,2,0,0,0,0,0,0,2,41,124,555,1,5,1,0,6,27,3,3
28223,2019-03-27,2019,2,2,0,0,0,0,0,0,1,53,18,685,1,13,1,0,6,27,3,3
28224,2019-03-27,2019,2,2,0,0,0,0,1,0,1,53,182,1064,1,10,1,0,6,27,3,3
28225,2019-03-27,2019,2,2,0,0,1,0,0,0,1,10,166,73,1,9,1,0,6,27,3,3
28226,2019-03-27,2019,2,2,4,0,2,0,0,0,0,53,42,303,1,12,1,0,2,27,3,3
28227,2019-03-27,2019,2,2,4,0,1,0,0,0,1,33,48,316,1,15,1,0,6,27,3,3
28228,2019-03-27,2019,2,2,4,0,0,0,1,0,0,53,48,614,1,15,1,1,2,27,3,3
28229,2019-03-27,2019,2,2,0,0,2,0,0,0,1,53,108,620,1,1,1,1,6,27,3,3
28230,2019-03-27,2019,2,2,0,0,1,0,0,0,1,53,92,703,1,15,0,1,6,27,3,3
28231,2019-03-27,2019,2,2,0,0,1,0,0,0,1,53,122,878,1,9,1,1,6,27,3,3
28232,2019-03-28,2019,2,3,4,0,0,0,1,0,1,41,42,201,1,12,1,0,6,28,4,3
28233,2019-03-28,2019,2,3,0,0,0,0,0,1,1,41,157,511,1,14,1,0,6,28,4,3
28234,2019-03-28,2019,2,3,4,0,0,0,1,0,0,53,78,984,1,13,1,0,2,28,4,3
28235,2019-03-28,2019,2,3,4,0,0,0,1,0,0,53,78,974,1,13,1,0,2,28,4,3
28236,2019-03-28,2019,2,3,0,0,1,0,0,0,1,53,78,961,1,13,1,0,6,28,4,3
28237,2019-03-28,2019,2,3,0,1,0,0,0,0,0,10,175,228,1,8,1,0,2,28,4,3
28238,2019-03-28,2019,2,3,0,0,0,0,0,0,2,41,10,87,1,4,1,0,6,28,4,3
28239,2019-03-28,2019,2,3,0,0,0,0,0,1,1,4,189,281,1,14,1,0,6,28,4,3
28240,2019-03-28,2019,2,3,0,0,1,0,0,0,1,53,218,341,1,2,1,0,6,28,4,3
28241,2019-03-29,2019,2,4,0,0,1,0,0,0,1,8,19,468,1,9,1,0,6,29,5,3
28242,2019-03-29,2019,2,4,4,0,2,0,0,0,0,41,48,867,1,15,1,0,2,29,5,3
28243,2019-03-29,2019,2,4,4,0,1,0,0,0,0,53,42,840,1,12,1,0,2,29,5,3
28244,2019-03-29,2019,2,4,4,0,1,0,0,0,0,30,18,984,1,13,1,0,2,29,5,3
28245,2019-03-29,2019,2,4,4,0,1,0,1,0,0,41,48,257,1,15,1,0,2,29,5,3
28246,2019-03-30,2019,2,5,0,0,0,0,0,0,1,37,218,41,1,2,1,1,1,30,6,3
28247,2019-03-30,2019,2,5,4,0,1,0,0,0,0,41,123,432,1,5,0,1,2,30,6,3
28248,2019-03-30,2019,2,5,4,0,1,0,0,0,0,0,43,398,1,0,0,1,2,30,6,3
28249,2019-03-30,2019,2,5,0,0,2,0,0,0,0,17,25,555,1,12,1,0,2,30,6,3
28250,2019-03-30,2019,2,5,4,0,0,0,2,0,0,41,218,632,1,2,1,0,2,30,6,3
28251,2019-03-30,2019,2,5,4,0,1,0,0,0,1,71,25,790,1,12,1,0,6,30,6,3
28252,2019-03-30,2019,2,5,4,0,1,0,1,0,0,41,158,815,1,17,1,0,2,30,6,3
28253,2019-03-30,2019,2,5,4,0,0,0,1,0,1,41,16,187,1,13,1,0,6,30,6,3
28254,2019-03-30,2019,2,5,0,0,1,0,0,0,0,53,148,217,1,13,1,0,2,30,6,3
28255,2019-03-30,2019,2,5,0,0,1,1,0,0,0,53,49,633,1,2,1,1,2,30,6,3
28256,2019-03-30,2019,2,5,0,0,1,0,0,0,1,53,218,597,1,2,1,1,6,30,6,3
28257,2019-03-31,2019,2,6,0,1,1,0,0,0,0,53,148,857,1,13,1,0,2,31,7,3
28258,2019-03-31,2019,2,6,4,0,1,0,0,0,1,41,126,174,1,16,1,0,6,31,7,3
28259,2019-03-31,2019,2,6,0,0,0,0,0,0,1,5,197,118,1,3,1,0,6,31,7,3
28260,2019-03-31,2019,2,6,4,0,0,0,2,0,0,88,81,633,1,16,1,1,2,31,7,3
28261,2019-01-04,2019,3,0,4,0,0,0,1,0,0,53,209,1072,1,12,1,1,2,4,5,1
28262,2019-01-04,2019,3,0,4,0,2,0,0,0,0,53,48,100,1,15,1,1,2,4,5,1
28263,2019-01-04,2019,3,0,4,0,0,0,1,1,0,48,197,340,1,3,1,1,2,4,5,1
28264,2019-01-04,2019,3,0,4,0,1,1,0,0,0,53,42,712,1,12,1,0,2,4,5,1
28265,2019-01-04,2019,3,0,0,0,1,0,0,0,1,53,56,685,1,2,1,0,6,4,5,1
28266,2019-01-04,2019,3,0,0,0,1,0,0,0,1,41,30,790,1,17,1,0,6,4,5,1
28267,2019-01-04,2019,3,0,4,0,0,0,0,0,2,53,113,1070,1,5,1,0,6,4,5,1
28268,2019-01-04,2019,3,0,4,0,2,0,0,0,0,41,31,118,1,8,1,0,2,4,5,1
28269,2019-01-04,2019,3,0,4,0,1,1,1,0,0,76,67,138,1,10,1,0,2,4,5,1
28270,2019-01-04,2019,3,0,0,1,0,0,0,1,1,41,182,174,1,11,1,0,6,4,5,1
28271,2019-01-04,2019,3,0,0,0,0,0,1,0,1,53,8,187,1,2,1,0,6,4,5,1
28272,2019-01-04,2019,3,0,4,0,2,0,0,0,0,53,223,529,1,5,1,1,2,4,5,1
28273,2019-01-04,2019,3,0,0,1,0,1,0,0,0,41,119,652,1,4,1,1,2,4,5,1
28274,2019-02-04,2019,3,1,0,0,1,0,0,0,1,0,197,321,1,3,1,1,1,4,1,2
28275,2019-02-04,2019,3,1,0,0,1,0,0,0,1,41,44,511,1,4,1,0,6,4,1,2
28276,2019-02-04,2019,3,1,4,0,3,0,0,0,0,17,17,917,1,12,1,0,2,4,1,2
28277,2019-02-04,2019,3,1,4,0,1,0,0,0,0,41,194,1073,1,6,1,0,2,4,1,2
28278,2019-02-04,2019,3,1,4,0,1,0,0,0,0,41,26,109,1,13,1,0,2,4,1,2
28279,2019-02-04,2019,3,1,4,0,2,0,0,0,0,53,218,174,1,2,1,0,2,4,1,2
28280,2019-02-04,2019,3,1,4,0,1,0,0,0,1,53,48,303,1,15,1,0,6,4,1,2
28281,2019-02-04,2019,3,1,4,0,1,0,1,0,0,53,44,383,1,4,1,0,2,4,1,2
28282,2019-02-04,2019,3,1,4,0,2,0,0,0,0,41,196,416,1,5,1,0,2,4,1,2
28283,2019-02-04,2019,3,1,4,0,0,0,1,1,0,41,42,529,1,12,1,1,2,4,1,2
28284,2019-03-04,2019,3,2,4,0,0,1,1,0,0,73,42,681,1,12,1,0,2,4,1,3
28285,2019-03-04,2019,3,2,4,0,1,0,0,0,1,53,48,790,1,15,1,0,6,4,1,3
28286,2019-03-04,2019,3,2,4,0,2,0,0,0,0,53,218,773,1,2,1,0,2,4,1,3
28287,2019-03-04,2019,3,2,0,0,1,0,0,0,1,53,189,1027,1,14,1,0,6,4,1,3
28288,2019-03-04,2019,3,2,4,0,1,0,0,1,0,69,194,174,1,6,1,0,2,4,1,3
28289,2019-03-04,2019,3,2,4,0,2,0,0,0,0,53,48,281,1,15,1,0,2,4,1,3
28290,2019-03-04,2019,3,2,4,0,2,0,0,0,0,41,58,497,1,12,1,1,2,4,1,3
28291,2019-03-04,2019,3,2,4,0,0,0,1,0,0,79,126,670,1,16,1,1,2,4,1,3
28292,2019-03-04,2019,3,2,0,0,0,0,1,0,1,53,66,614,1,9,1,1,6,4,1,3
28293,2019-03-04,2019,3,2,0,0,0,0,0,0,2,41,158,841,1,17,1,1,6,4,1,3
28294,2019-04-04,2019,3,3,4,0,1,0,1,0,0,53,42,685,1,12,1,0,2,4,4,4
28295,2019-04-04,2019,3,3,0,0,0,0,1,0,1,37,218,632,1,2,1,0,6,4,4,4
28296,2019-04-04,2019,3,3,4,0,0,0,0,0,1,41,124,961,1,5,1,0,6,4,4,4
28297,2019-04-04,2019,3,3,4,0,1,0,0,0,0,53,67,228,1,10,0,0,2,4,4,4
28298,2019-04-04,2019,3,3,0,1,0,1,0,0,0,87,31,118,1,8,1,0,2,4,4,4
28299,2019-05-04,2019,3,4,0,1,1,0,0,0,0,41,93,441,1,3,1,0,2,4,6,5
28300,2019-05-04,2019,3,4,4,0,1,0,0,0,0,87,175,848,1,8,0,0,2,4,6,5
28301,2019-05-04,2019,3,4,0,0,0,0,1,0,1,30,113,877,1,5,1,0,6,4,6,5
28302,2019-05-04,2019,3,4,0,0,1,0,0,0,1,41,197,329,1,3,1,0,6,4,6,5
28303,2019-05-04,2019,3,4,0,0,0,0,0,0,2,41,223,858,1,5,1,1,6,4,6,5
28304,2019-06-04,2019,3,5,0,0,0,0,0,0,2,5,249,1072,1,1,1,1,1,4,2,6
28305,2019-06-04,2019,3,5,0,0,0,0,0,0,2,53,58,894,1,12,1,0,6,4,2,6
28306,2019-06-04,2019,3,5,0,1,0,0,0,0,0,53,95,685,1,3,0,0,2,4,2,6
28307,2019-06-04,2019,3,5,0,0,0,0,0,0,2,41,56,848,1,2,1,0,6,4,2,6
28308,2019-06-04,2019,3,5,4,0,1,0,0,0,0,53,42,63,1,12,1,0,2,4,2,6
28309,2019-06-04,2019,3,5,4,0,0,0,2,0,0,53,56,101,1,2,1,0,2,4,2,6
28310,2019-06-04,2019,3,5,4,0,1,0,0,0,0,53,196,201,1,5,0,0,2,4,2,6
28311,2019-06-04,2019,3,5,0,0,2,0,0,0,0,53,223,521,1,5,0,1,2,4,2,6
28312,2019-06-04,2019,3,5,4,0,2,0,0,0,0,53,16,791,1,13,1,1,2,4,2,6
28313,2019-06-04,2019,3,5,4,0,0,0,1,0,0,53,48,765,1,15,1,1,2,4,2,6
28314,2019-06-04,2019,3,5,0,0,1,0,0,0,1,53,101,939,1,6,1,1,6,4,2,6
28315,2019-07-04,2019,3,6,0,0,1,0,1,0,0,53,58,340,1,12,1,1,2,4,4,7
28316,2019-07-04,2019,3,6,4,0,2,0,0,0,0,53,42,415,1,12,0,1,2,4,4,7
28317,2019-07-04,2019,3,6,0,0,2,0,0,0,0,53,214,581,1,13,1,0,2,4,4,7
28318,2019-07-04,2019,3,6,0,0,1,0,0,0,1,53,224,729,1,2,1,0,6,4,4,7
28319,2019-07-04,2019,3,6,4,0,2,0,0,0,0,41,81,133,1,16,1,0,2,4,4,7
28320,2019-07-04,2019,3,6,0,0,1,0,0,0,1,53,148,241,1,13,0,0,6,4,4,7
28321,2019-07-04,2019,3,6,0,0,1,0,0,0,1,41,182,233,1,10,1,0,6,4,4,7
28322,2019-07-04,2019,3,6,0,0,1,0,0,0,1,8,184,597,1,12,1,1,6,4,4,7
28323,2019-07-04,2019,3,6,4,0,1,0,1,0,0,53,25,816,1,12,1,1,2,4,4,7
28324,2019-07-04,2019,3,6,4,0,2,0,0,0,0,41,67,975,1,10,0,1,2,4,4,7
28325,2019-08-04,2019,3,0,0,0,0,1,0,0,1,41,44,295,1,4,1,1,1,4,7,8
28326,2019-08-04,2019,3,0,0,0,0,0,0,0,1,24,194,528,1,6,1,0,6,4,7,8
28327,2019-08-04,2019,3,0,0,0,1,0,0,0,1,41,31,536,1,8,1,0,6,4,7,8
28328,2019-08-04,2019,3,0,0,0,0,0,0,0,2,41,119,659,1,4,1,0,6,4,7,8
28329,2019-08-04,2019,3,0,0,0,1,0,0,0,0,41,56,632,1,2,1,0,2,4,7,8
28330,2019-08-04,2019,3,0,0,1,1,0,0,0,0,53,48,764,1,15,1,0,2,4,7,8
28331,2019-08-04,2019,3,0,0,0,1,0,0,0,1,41,16,764,1,13,1,0,6,4,7,8
28332,2019-08-04,2019,3,0,0,0,0,0,0,0,2,53,182,1073,1,10,1,0,6,4,7,8
28333,2019-08-04,2019,3,0,0,0,0,0,0,0,2,76,153,433,1,14,1,0,6,4,7,8
28334,2019-08-04,2019,3,0,4,0,1,0,0,0,1,24,194,329,1,6,1,0,6,4,7,8
