ORDEN,FECHA,AÑO,MES,DÍA_SEMANA_NOMBRE,GRAVEDAD,PEATON,AUTOMOVIL,CAMPAERO,CAMIONETA,CAMION,MOTO,VIA 1,BARRIO,HORA,ENTIDAD,nombrecomuna,Propietario de Vehículo,DIURNIO/NOCTURNO,HORA RESTRICCION MOTO,DÍA_MES_NUM,DÍA_SEMANA_NUM,MES_NUM
1,2012-01-01,2012,0,6,0,0,1,0,0,0,0,41,158,1051,1,17,1,0,2,1,7,1
2,2012-01-01,2012,0,6,4,0,1,0,1,0,0,93,195,87,1,1,0,0,2,1,7,1
3,2012-01-01,2012,0,6,4,0,0,0,1,0,0,53,42,1027,1,12,1,0,2,1,7,1
4,2012-01-01,2012,0,6,4,0,1,0,1,0,0,53,165,482,1,2,1,1,2,1,7,1
5,2012-01-01,2012,0,6,0,1,0,0,0,0,1,53,63,1072,1,11,1,1,1,1,7,1
6,2012-01-01,2012,0,6,4,0,1,0,0,0,1,41,223,755,1,5,1,1,6,1,7,1
7,2012-02-01,2012,0,0,0,1,0,0,0,0,0,53,122,71,1,9,0,0,2,1,3,2
8,2012-02-01,2012,0,0,4,0,0,0,2,0,0,87,31,564,1,8,1,1,2,1,3,2
9,2012-02-01,2012,0,0,4,0,1,0,0,0,0,53,195,1027,1,1,0,0,2,1,3,2
10,2012-02-01,2012,0,0,0,0,1,0,0,0,0,53,230,310,1,0,1,0,2,1,3,2
11,2012-02-01,2012,0,0,4,0,2,0,0,0,0,41,228,482,1,12,1,1,2,1,3,2
12,2012-02-01,2012,0,0,4,0,0,0,0,1,1,5,165,669,1,1,0,0,6,1,3,2
13,2012-02-01,2012,0,0,0,0,0,0,0,0,1,41,88,63,1,10,1,0,6,1,3,2
14,2012-03-01,2012,0,1,0,0,1,0,0,0,1,53,182,354,1,10,1,0,6,1,4,3
15,2012-03-01,2012,0,1,0,0,0,0,0,0,1,53,167,505,1,12,0,0,6,1,4,3
16,2012-03-01,2012,0,1,4,0,0,0,0,1,0,5,43,858,1,0,0,1,2,1,4,3
17,2012-03-01,2012,0,1,4,0,0,0,1,0,1,41,48,452,1,15,1,1,6,1,4,3
18,2012-03-01,2012,0,1,4,0,1,0,1,0,0,33,48,433,1,15,1,0,2,1,4,3
19,2012-03-01,2012,0,1,0,0,1,0,0,0,1,53,48,281,1,15,0,0,6,1,4,3
20,2012-04-01,2012,0,2,4,0,1,0,1,0,0,53,16,482,1,13,1,1,2,1,7,4
21,2012-04-01,2012,0,2,4,0,3,0,0,0,0,41,20,529,1,9,0,1,2,1,7,4
22,2012-04-01,2012,0,2,4,0,1,0,0,0,1,53,25,1051,1,12,1,0,6,1,7,4
23,2012-04-01,2012,0,2,4,0,1,0,0,0,0,33,137,71,1,13,1,0,2,1,7,4
24,2012-04-01,2012,0,2,4,0,1,0,1,0,0,53,145,971,1,11,1,0,2,1,7,4
25,2012-04-01,2012,0,2,0,0,0,0,0,0,2,53,122,703,1,9,1,1,6,1,7,4
26,2012-04-01,2012,0,2,4,0,1,0,0,0,0,0,197,686,1,3,1,1,2,1,7,4
27,2012-04-01,2012,0,2,0,0,0,1,0,0,1,53,8,174,1,2,1,0,6,1,7,4
28,2012-04-01,2012,0,2,4,0,1,0,0,0,1,41,194,433,1,6,0,0,6,1,7,4
29,2012-04-01,2012,0,2,0,0,1,0,0,0,1,41,194,497,1,6,1,1,6,1,7,4
30,2012-05-01,2012,0,3,0,0,1,0,0,0,0,53,18,1,1,13,0,0,2,1,2,5
31,2012-05-01,2012,0,3,0,0,0,0,0,1,1,41,48,408,1,15,1,0,6,1,2,5
32,2012-05-01,2012,0,3,0,0,1,0,0,0,1,53,58,614,1,12,1,1,6,1,2,5
33,2012-05-01,2012,0,3,4,0,0,0,2,0,0,41,8,764,1,2,1,0,2,1,2,5
34,2012-05-01,2012,0,3,0,0,1,0,0,0,2,33,167,807,1,12,1,0,6,1,2,5
35,2012-05-01,2012,0,3,0,1,1,0,0,0,0,33,8,790,1,2,1,0,2,1,2,5
36,2012-05-01,2012,0,3,4,0,1,0,0,1,0,0,197,738,1,3,1,0,2,1,2,5
37,2012-05-01,2012,0,3,0,1,0,0,1,0,0,53,18,908,1,13,1,0,2,1,2,5
38,2012-05-01,2012,0,3,4,0,2,0,0,0,0,8,20,555,1,9,1,0,2,1,2,5
39,2012-05-01,2012,0,3,4,0,1,0,1,0,0,41,111,790,1,13,1,0,2,1,2,5
40,2012-05-01,2012,0,3,4,0,1,0,0,0,1,41,148,877,1,13,0,0,6,1,2,5
41,2012-05-01,2012,0,3,0,1,1,0,0,0,1,53,42,281,1,12,1,0,6,1,2,5
42,2012-06-01,2012,0,4,4,0,1,0,1,0,0,41,93,867,1,3,0,0,2,1,5,6
43,2012-06-01,2012,0,4,4,0,0,0,0,0,0,48,197,264,1,3,1,0,2,1,5,6
44,2012-06-01,2012,0,4,4,0,1,0,0,0,0,17,194,187,1,6,1,0,2,1,5,6
45,2012-06-01,2012,0,4,0,1,1,0,0,0,0,33,214,201,1,13,0,0,2,1,5,6
46,2012-06-01,2012,0,4,0,1,0,0,0,0,0,41,148,686,1,13,0,1,2,1,5,6
47,2012-06-01,2012,0,4,4,0,1,0,1,0,0,53,25,1005,1,12,1,0,2,1,5,6
48,2012-06-01,2012,0,4,0,0,2,0,0,0,0,10,99,398,1,8,0,1,2,1,5,6
49,2012-06-01,2012,0,4,0,0,0,0,0,0,1,41,112,738,1,5,1,0,6,1,5,6
50,2012-06-01,2012,0,4,4,0,1,0,0,0,1,41,48,582,1,15,1,1,6,1,5,6
51,2012-07-01,2012,0,5,4,0,1,0,0,0,1,41,48,341,1,15,0,0,6,1,7,7
52,2012-07-01,2012,0,5,4,0,0,0,1,0,0,53,56,521,1,2,1,1,2,1,7,7
53,2012-07-01,2012,0,5,4,0,1,0,0,0,1,66,122,754,1,9,1,0,6,1,7,7
54,2012-07-01,2012,0,5,4,0,1,0,1,0,0,53,42,482,1,12,1,1,2,1,7,7
55,2012-07-01,2012,0,5,0,0,1,0,0,0,1,8,19,807,1,9,1,0,6,1,7,7
56,2012-07-01,2012,0,5,4,0,1,1,0,0,0,41,42,1005,1,12,1,0,2,1,7,7
57,2012-07-01,2012,0,5,4,0,2,0,0,0,0,53,113,895,1,5,1,1,2,1,7,7
58,2012-07-01,2012,0,5,0,0,1,0,0,0,1,53,113,133,1,5,1,0,6,1,7,7
59,2012-08-01,2012,0,6,0,1,0,0,0,0,0,53,43,859,1,0,0,0,2,1,3,8
60,2012-08-01,2012,0,6,0,1,0,0,0,0,1,10,175,303,1,8,1,0,6,1,3,8
61,2012-08-01,2012,0,6,4,0,1,0,0,0,1,53,214,0,1,13,0,1,1,1,3,8
62,2012-08-01,2012,0,6,4,0,1,0,1,0,0,78,122,840,1,9,1,0,2,1,3,8
63,2012-08-01,2012,0,6,4,0,2,0,0,0,0,10,31,917,1,8,0,0,2,1,3,8
64,2012-08-01,2012,0,6,1,0,0,0,0,0,1,5,68,961,1,0,1,0,6,1,3,8
65,2012-08-01,2012,0,6,0,0,0,0,0,0,1,41,194,321,1,6,1,1,6,1,3,8
66,2012-09-01,2012,0,0,0,0,1,0,0,0,1,53,25,71,1,12,1,0,6,1,6,9
67,2012-09-01,2012,0,0,4,0,1,0,0,0,1,53,124,150,1,5,1,0,6,1,6,9
68,2012-09-01,2012,0,0,0,0,0,0,0,0,1,37,218,240,1,2,1,1,1,1,6,9
69,2012-09-01,2012,0,0,0,0,0,0,1,0,1,37,218,482,1,2,1,1,6,1,6,9
70,2012-09-01,2012,0,0,4,0,2,0,0,0,0,41,126,1,1,16,0,0,2,1,6,9
71,2012-09-01,2012,0,0,0,0,1,0,1,0,0,16,75,354,1,12,1,0,2,1,6,9
72,2012-09-01,2012,0,0,0,0,1,0,0,0,1,41,48,95,1,15,0,0,6,1,6,9
73,2012-09-01,2012,0,0,0,0,1,0,0,0,1,5,55,633,1,0,1,1,6,1,6,9
74,2012-10-01,2012,0,1,0,0,1,0,0,1,0,5,54,738,1,0,1,0,2,1,1,10
75,2012-10-01,2012,0,1,0,0,0,0,0,0,1,53,153,596,1,14,1,0,6,1,1,10
76,2012-10-01,2012,0,1,4,0,1,0,1,0,0,41,167,894,1,12,1,0,2,1,1,10
77,2012-10-01,2012,0,1,0,0,0,0,0,0,1,87,244,1054,1,11,1,1,1,1,1,10
78,2012-10-01,2012,0,1,0,0,0,0,0,0,1,8,182,908,1,10,0,0,6,1,1,10
79,2012-10-01,2012,0,1,0,0,1,0,0,0,1,41,158,101,1,17,1,0,6,1,1,10
80,2012-10-01,2012,0,1,0,0,1,0,0,0,1,37,8,303,1,2,1,0,6,1,1,10
81,2012-10-01,2012,0,1,0,0,1,0,0,0,0,33,8,240,1,2,1,1,2,1,1,10
82,2012-10-01,2012,0,1,4,0,0,0,0,0,0,5,212,322,1,27,1,0,2,1,1,10
83,2012-10-01,2012,0,1,0,1,0,0,0,0,1,41,46,460,1,5,1,1,6,1,1,10
84,2012-10-01,2012,0,1,0,0,1,0,0,0,1,41,26,133,1,13,1,0,6,1,1,10
85,2012-10-01,2012,0,1,0,0,0,0,0,0,2,53,165,460,1,2,1,1,6,1,1,10
86,2012-11-01,2012,0,2,4,0,3,0,0,0,0,53,42,895,1,12,1,1,2,1,4,11
87,2012-11-01,2012,0,2,4,0,2,0,0,0,0,8,19,528,1,9,1,0,2,1,4,11
88,2012-11-01,2012,0,2,4,0,1,0,0,1,0,53,42,968,1,12,1,0,2,1,4,11
89,2012-11-01,2012,0,2,4,0,1,0,0,0,1,53,218,961,1,2,1,0,6,1,4,11
90,2012-11-01,2012,0,2,0,0,1,0,0,0,1,71,25,228,1,12,1,0,6,1,4,11
91,2012-11-01,2012,0,2,4,0,0,0,1,0,1,30,26,556,1,13,1,1,6,1,4,11
92,2012-11-01,2012,0,2,0,1,0,0,0,0,1,53,48,175,1,15,1,0,6,1,4,11
93,2012-11-01,2012,0,2,0,1,0,0,0,0,1,53,218,597,1,2,1,1,6,1,4,11
94,2012-11-01,2012,0,2,0,0,1,0,0,0,1,41,81,303,1,16,0,0,6,1,4,11
95,2012-11-01,2012,0,2,0,0,0,0,0,0,2,41,158,101,1,17,1,0,6,1,4,11
96,2012-11-01,2012,0,2,0,1,1,0,0,0,0,87,36,713,1,11,1,1,2,1,4,11
97,2012-11-01,2012,0,2,4,0,1,0,1,0,0,41,228,858,1,12,0,1,2,1,4,11
98,2012-11-01,2012,0,2,4,0,1,1,0,0,0,41,42,1051,1,12,1,0,2,1,4,11
99,2012-12-01,2012,0,3,0,0,0,0,0,0,1,0,197,702,1,3,1,0,6,1,6,12
100,2012-12-01,2012,0,3,4,0,0,0,2,0,0,41,214,984,1,13,1,0,2,1,6,12
101,2012-12-01,2012,0,3,0,1,0,0,0,0,1,41,44,506,1,4,1,1,6,1,6,12
102,2012-12-01,2012,0,3,4,0,0,0,1,0,0,53,48,187,1,15,0,0,2,1,6,12
103,2012-12-01,2012,0,3,0,0,1,0,0,0,1,41,148,482,1,13,1,1,6,1,6,12
104,2012-12-01,2012,0,3,4,0,0,0,0,0,0,41,82,651,1,1,1,0,2,1,6,12
105,2012-01-13,2012,0,4,0,0,0,0,1,0,1,48,197,408,1,3,0,0,6,13,5,1
106,2012-01-13,2012,0,4,4,0,0,0,0,1,0,5,165,1073,1,1,0,0,2,13,5,1
107,2012-01-13,2012,0,4,4,0,0,0,2,0,0,0,197,366,1,3,0,1,2,13,5,1
108,2012-01-13,2012,0,4,4,0,2,0,0,0,0,87,194,520,1,6,0,0,2,13,5,1
109,2012-01-13,2012,0,4,0,0,0,1,0,0,1,37,218,233,1,2,0,0,6,13,5,1
110,2012-01-13,2012,0,4,4,0,1,0,0,1,0,0,87,469,1,25,0,1,2,13,5,1
111,2012-01-13,2012,0,4,4,0,2,0,0,0,0,53,148,174,1,13,0,0,2,13,5,1
112,2012-01-13,2012,0,4,4,0,0,0,0,1,0,53,235,383,1,2,0,0,2,13,5,1
113,2012-01-13,2012,0,4,4,0,0,0,0,1,0,5,224,469,1,1,0,1,2,13,5,1
114,2012-01-13,2012,0,4,4,0,2,0,0,0,0,17,167,652,1,12,0,1,2,13,5,1
115,2012-01-13,2012,0,4,4,0,1,0,0,0,0,53,56,70,1,2,0,1,2,13,5,1
116,2012-01-13,2012,0,4,0,0,1,0,0,0,1,53,196,686,1,5,0,1,6,13,5,1
117,2012-01-14,2012,0,5,0,0,0,0,0,0,2,41,194,297,1,6,1,0,6,14,6,1
118,2012-01-14,2012,0,5,0,0,0,0,0,0,1,53,196,133,1,5,0,0,6,14,6,1
119,2012-01-14,2012,0,5,0,0,0,0,0,0,2,5,100,433,1,0,1,0,6,14,6,1
120,2012-01-14,2012,0,5,4,0,0,0,0,1,0,53,48,790,1,15,0,0,2,14,6,1
121,2012-01-14,2012,0,5,4,0,2,0,0,0,0,41,48,227,1,15,0,1,2,14,6,1
122,2012-01-14,2012,0,5,4,0,2,0,0,0,0,10,212,451,1,27,0,0,2,14,6,1
123,2012-01-14,2012,0,5,4,0,2,0,0,0,0,41,182,795,1,10,0,0,2,14,6,1
124,2012-01-14,2012,0,5,4,0,3,0,1,0,0,5,145,1073,1,11,0,0,2,14,6,1
125,2012-01-14,2012,0,5,4,0,0,0,1,0,0,10,99,86,1,8,0,1,2,14,6,1
126,2012-01-14,2012,0,5,0,0,1,0,0,0,1,41,182,596,1,10,1,0,6,14,6,1
127,2012-01-14,2012,0,5,4,0,1,0,0,0,1,53,111,42,1,13,1,0,6,14,6,1
128,2012-01-14,2012,0,5,4,0,1,1,0,0,0,53,167,288,1,12,1,0,2,14,6,1
129,2012-01-14,2012,0,5,4,0,1,1,0,0,0,53,162,702,1,12,0,0,2,14,6,1
130,2012-01-14,2012,0,5,0,0,0,0,0,0,2,5,100,909,1,0,1,1,6,14,6,1
131,2012-01-15,2012,0,6,0,1,1,0,0,0,0,10,197,574,1,3,0,1,2,15,7,1
132,2012-01-15,2012,0,6,4,0,1,1,0,0,0,88,211,408,1,16,0,0,2,15,7,1
133,2012-01-15,2012,0,6,4,0,2,0,0,0,0,41,44,416,1,15,0,0,2,15,7,1
134,2012-01-15,2012,0,6,4,0,1,0,0,0,0,53,182,651,1,10,0,0,2,15,7,1
135,2012-01-15,2012,0,6,0,0,1,0,0,0,1,41,86,353,1,17,0,1,6,15,7,1
136,2012-01-15,2012,0,6,4,0,1,0,0,0,0,41,182,1005,1,10,0,0,2,15,7,1
137,2012-01-15,2012,0,6,4,0,2,0,1,0,0,53,111,20,1,13,0,0,2,15,7,1
138,2012-01-15,2012,0,6,0,0,0,0,1,0,1,41,211,334,1,16,0,0,6,15,7,1
139,2012-01-15,2012,0,6,1,0,1,0,0,0,1,53,111,1026,1,13,0,1,1,15,7,1
140,2012-01-15,2012,0,6,0,0,0,0,1,0,1,41,137,341,1,13,0,0,6,15,7,1
141,2012-01-15,2012,0,6,0,0,0,0,0,0,1,48,115,564,1,4,0,1,6,15,7,1
142,2012-01-16,2012,0,0,4,0,1,0,1,0,0,53,113,95,1,5,0,0,2,16,1,1
143,2012-01-16,2012,0,0,4,0,1,1,0,0,0,41,228,201,1,12,1,0,2,16,1,1
144,2012-01-16,2012,0,0,0,1,0,0,0,0,1,41,219,322,1,8,1,0,6,16,1,1
145,2012-01-16,2012,0,0,4,0,0,0,0,1,0,53,214,133,1,13,1,0,2,16,1,1
146,2012-01-16,2012,0,0,0,0,2,0,0,0,1,53,42,824,1,12,1,0,6,16,1,1
147,2012-01-16,2012,0,0,0,0,1,0,0,0,1,41,48,925,1,15,1,0,6,16,1,1
148,2012-01-16,2012,0,0,0,0,0,1,0,0,1,53,111,877,1,13,0,0,6,16,1,1
149,2012-01-16,2012,0,0,4,0,2,0,0,0,0,8,66,651,1,9,0,0,2,16,1,1
150,2012-01-17,2012,0,1,0,0,0,0,1,0,2,53,10,241,1,4,1,0,6,17,2,1
151,2012-01-17,2012,0,1,4,0,1,0,0,0,1,41,67,1027,1,10,1,0,6,17,2,1
152,2012-01-17,2012,0,1,0,1,0,0,0,0,1,53,10,511,1,4,1,0,6,17,2,1
153,2012-01-17,2012,0,1,0,0,0,0,0,0,1,41,182,832,1,10,1,0,6,17,2,1
154,2012-01-17,2012,0,1,4,0,1,1,0,0,0,53,167,529,1,12,1,1,2,17,2,1
155,2012-01-17,2012,0,1,0,0,1,0,0,0,1,30,113,738,1,5,1,0,6,17,2,1
156,2012-01-17,2012,0,1,4,0,1,0,1,0,0,41,194,1051,1,6,1,0,2,17,2,1
157,2012-01-17,2012,0,1,4,0,1,0,1,0,0,41,228,296,1,12,1,0,2,17,2,1
158,2012-01-17,2012,0,1,4,0,2,0,0,0,0,41,44,475,1,2,0,1,2,17,2,1
159,2012-01-17,2012,0,1,0,0,1,0,0,0,1,53,165,840,1,2,1,0,6,17,2,1
160,2012-01-17,2012,0,1,0,0,0,0,0,0,1,53,184,468,1,12,1,0,6,17,2,1
161,2012-01-17,2012,0,1,4,0,1,0,0,0,1,10,31,528,1,8,0,0,6,17,2,1
162,2012-01-18,2012,0,2,0,0,1,0,0,0,2,37,56,877,1,2,0,0,6,18,3,1
163,2012-01-18,2012,0,2,4,0,1,1,0,0,0,10,7,187,1,8,1,0,2,18,3,1
164,2012-01-18,2012,0,2,4,0,1,0,0,0,1,53,67,633,1,10,1,1,6,18,3,1
165,2012-01-18,2012,0,2,0,0,0,0,1,0,1,53,42,848,1,12,1,0,6,18,3,1
166,2012-01-18,2012,0,2,4,0,1,0,0,0,2,41,48,686,1,15,1,1,6,18,3,1
167,2012-01-18,2012,0,2,0,0,1,0,0,0,1,53,48,316,1,15,0,0,6,18,3,1
168,2012-01-18,2012,0,2,4,0,1,0,0,1,0,4,16,555,1,14,0,0,2,18,3,1
169,2012-01-18,2012,0,2,4,0,0,0,1,0,1,53,167,481,1,12,1,0,6,18,3,1
170,2012-01-19,2012,0,3,4,0,0,0,2,0,0,8,67,582,1,10,1,1,2,19,4,1
171,2012-01-19,2012,0,3,4,0,0,0,0,0,1,41,48,877,1,15,1,0,6,19,4,1
172,2012-01-19,2012,0,3,4,0,2,0,0,0,0,53,48,999,1,15,1,0,2,19,4,1
173,2012-01-19,2012,0,3,0,0,1,0,0,0,1,41,48,1082,1,15,0,1,1,19,4,1
174,2012-01-19,2012,0,3,4,0,1,0,0,1,0,48,115,62,1,4,0,1,2,19,4,1
175,2012-01-19,2012,0,3,4,0,2,0,0,0,0,8,67,633,1,10,1,1,2,19,4,1
176,2012-01-19,2012,0,3,4,0,2,0,0,0,0,41,111,1073,1,13,0,0,2,19,4,1
177,2012-01-19,2012,0,3,4,0,1,0,0,0,0,53,48,322,1,15,0,0,2,19,4,1
178,2012-01-20,2012,0,4,4,0,2,0,0,0,0,53,49,341,1,2,0,0,2,20,5,1
179,2012-01-20,2012,0,4,4,0,2,0,0,0,0,41,157,1013,1,14,0,1,2,20,5,1
180,2012-01-20,2012,0,4,4,0,0,0,2,0,0,53,228,908,1,12,1,0,2,20,5,1
181,2012-01-20,2012,0,4,4,0,2,0,0,0,0,41,79,133,1,11,0,0,2,20,5,1
182,2012-01-20,2012,0,4,4,0,2,0,0,1,0,71,112,564,1,5,0,1,2,20,5,1
183,2012-01-20,2012,0,4,4,0,2,0,0,0,0,53,167,399,1,12,0,0,2,20,5,1
184,2012-01-20,2012,0,4,4,0,2,0,0,0,0,53,111,582,1,13,0,1,2,20,5,1
185,2012-01-20,2012,0,4,4,0,0,0,1,0,1,8,67,938,1,10,1,0,6,20,5,1
186,2012-01-20,2012,0,4,4,0,1,0,1,0,0,41,18,217,1,13,0,0,2,20,5,1
187,2012-01-20,2012,0,4,0,0,2,0,0,0,0,53,19,511,1,9,1,0,2,20,5,1
188,2012-01-20,2012,0,4,4,0,0,0,1,1,0,0,197,42,1,3,0,0,2,20,5,1
189,2012-01-20,2012,0,4,0,0,0,0,0,0,1,41,115,398,1,4,1,1,6,20,5,1
190,2012-01-21,2012,0,5,4,0,1,0,0,0,1,41,194,201,1,6,1,0,6,21,6,1
191,2012-01-21,2012,0,5,0,1,0,0,0,0,1,71,184,529,1,12,1,1,6,21,6,1
192,2012-01-21,2012,0,5,4,0,1,0,0,0,1,53,113,303,1,5,1,0,6,21,6,1
193,2012-01-21,2012,0,5,4,0,1,0,0,0,0,33,48,367,1,15,1,0,2,21,6,1
194,2012-01-21,2012,0,5,4,0,2,0,0,0,0,41,196,512,1,5,1,1,2,21,6,1
195,2012-01-21,2012,0,5,4,0,2,0,0,0,0,41,48,961,1,15,0,0,2,21,6,1
196,2012-01-21,2012,0,5,0,2,0,0,0,0,1,24,194,257,1,6,1,0,6,21,6,1
197,2012-01-21,2012,0,5,0,0,1,0,0,0,1,53,122,460,1,9,1,1,6,21,6,1
198,2012-01-21,2012,0,5,0,0,1,0,0,0,1,41,44,722,1,4,0,1,6,21,6,1
199,2012-01-21,2012,0,5,4,0,1,1,0,0,0,41,79,46,1,11,1,0,2,21,6,1
200,2012-01-21,2012,0,5,4,0,1,0,0,1,0,53,79,415,1,11,0,1,2,21,6,1
201,2012-01-21,2012,0,5,4,0,1,0,1,0,0,41,48,187,1,15,0,0,2,21,6,1
202,2012-01-22,2012,0,6,0,0,1,0,0,0,1,41,93,86,1,3,1,1,1,22,7,1
203,2012-01-22,2012,0,6,0,0,0,0,0,0,2,53,8,841,1,2,1,1,6,22,7,1
204,2012-01-22,2012,0,6,0,0,1,0,0,0,1,8,67,415,1,10,1,1,6,22,7,1
205,2012-01-22,2012,0,6,0,0,1,0,0,0,1,53,218,433,1,2,1,0,6,22,7,1
206,2012-01-22,2012,0,6,0,0,1,0,0,0,1,88,126,602,1,16,1,1,6,22,7,1
207,2012-01-22,2012,0,6,0,0,1,0,0,0,1,53,18,1080,1,13,0,1,1,22,7,1
208,2012-01-22,2012,0,6,0,0,1,0,0,0,1,10,175,962,1,8,0,1,6,22,7,1
209,2012-01-23,2012,0,0,4,0,1,0,0,0,1,41,16,703,1,13,1,1,6,23,1,1
210,2012-01-23,2012,0,0,4,0,1,0,0,0,1,71,196,133,1,5,1,0,6,23,1,1
211,2012-01-23,2012,0,0,4,0,2,0,0,0,1,53,16,1081,1,13,1,0,6,23,1,1
212,2012-01-23,2012,0,0,0,0,1,0,0,0,1,41,214,163,1,13,1,0,6,23,1,1
213,2012-01-23,2012,0,0,4,0,1,0,0,1,0,53,228,341,1,12,1,0,2,23,1,1
214,2012-01-23,2012,0,0,4,0,0,0,0,1,0,8,19,591,1,9,1,1,2,23,1,1
215,2012-01-23,2012,0,0,0,0,1,0,0,0,2,53,113,264,1,5,1,0,6,23,1,1
216,2012-01-23,2012,0,0,0,0,0,0,0,0,3,53,10,482,1,4,1,1,6,23,1,1
217,2012-01-23,2012,0,0,4,0,1,0,0,0,0,37,218,632,1,2,0,0,2,23,1,1
218,2012-01-23,2012,0,0,4,0,0,0,1,0,0,37,56,712,1,2,0,0,2,23,1,1
219,2012-01-23,2012,0,0,4,0,0,0,0,0,2,41,182,886,1,10,1,1,6,23,1,1
220,2012-01-23,2012,0,0,4,0,1,1,0,0,0,10,126,241,1,16,0,0,2,23,1,1
221,2012-01-23,2012,0,0,4,0,2,0,0,0,0,41,79,1,1,11,1,0,2,23,1,1
222,2012-01-23,2012,0,0,4,0,2,0,0,0,0,41,167,738,1,12,1,0,2,23,1,1
223,2012-01-23,2012,0,0,4,0,1,0,0,1,0,53,42,30,1,12,1,0,2,23,1,1
224,2012-01-23,2012,0,0,0,0,2,0,0,0,0,41,155,773,1,2,0,0,2,23,1,1
225,2012-01-23,2012,0,0,4,0,1,1,0,0,0,71,196,209,1,5,1,0,2,23,1,1
226,2012-01-24,2012,0,1,4,0,1,0,0,0,1,53,196,917,1,5,1,0,6,24,2,1
227,2012-01-24,2012,0,1,0,1,0,0,0,0,1,66,20,669,1,9,1,0,6,24,2,1
228,2012-01-24,2012,0,1,4,0,2,0,0,0,0,10,31,582,1,8,1,1,2,24,2,1
229,2012-01-24,2012,0,1,4,0,1,0,0,0,1,41,79,790,1,11,1,0,6,24,2,1
230,2012-01-25,2012,0,2,0,0,0,0,0,0,2,10,31,341,1,8,1,0,6,25,3,1
231,2012-01-25,2012,0,2,4,0,1,0,1,0,0,53,67,407,1,10,1,1,2,25,3,1
232,2012-01-25,2012,0,2,4,0,2,0,1,0,0,8,19,867,1,9,1,0,2,25,3,1
233,2012-01-25,2012,0,2,0,0,1,0,0,0,2,53,218,1051,1,2,1,0,6,25,3,1
234,2012-01-25,2012,0,2,4,0,0,0,0,0,1,41,25,187,1,12,1,0,6,25,3,1
235,2012-01-25,2012,0,2,4,0,2,0,0,0,0,53,8,597,1,2,0,1,2,25,3,1
236,2012-01-25,2012,0,2,4,0,1,1,0,0,0,88,81,581,1,16,1,0,2,25,3,1
237,2012-01-25,2012,0,2,4,0,2,0,0,0,0,10,212,329,1,27,1,0,2,25,3,1
238,2012-01-25,2012,0,2,4,0,1,0,0,1,0,41,42,840,1,12,0,0,2,25,3,1
239,2012-01-25,2012,0,2,4,0,0,0,0,0,0,87,175,1036,1,8,0,0,2,25,3,1
240,2012-01-25,2012,0,2,0,1,1,0,0,0,0,41,196,857,1,5,1,0,2,25,3,1
241,2012-01-25,2012,0,2,0,0,2,0,0,0,0,41,235,1073,1,2,1,0,2,25,3,1
242,2012-01-25,2012,0,2,4,0,0,0,0,0,0,48,115,1072,1,4,0,1,2,25,3,1
243,2012-01-26,2012,0,3,0,0,0,0,0,0,2,30,113,316,1,5,1,0,6,26,4,1
244,2012-01-26,2012,0,3,0,0,0,0,1,0,1,41,48,571,1,15,1,0,6,26,4,1
245,2012-01-26,2012,0,3,4,0,1,0,0,1,0,41,228,150,1,12,1,0,2,26,4,1
246,2012-01-26,2012,0,3,4,0,1,0,0,1,0,53,16,762,1,13,0,0,2,26,4,1
247,2012-01-26,2012,0,3,4,0,2,0,0,0,0,41,44,1073,1,4,1,0,2,26,4,1
248,2012-01-26,2012,0,3,4,0,0,0,0,1,0,41,44,952,1,4,0,0,2,26,4,1
249,2012-01-26,2012,0,3,4,0,1,0,0,1,1,53,224,791,1,2,1,1,6,26,4,1
250,2012-01-26,2012,0,3,4,0,2,0,0,0,0,53,42,581,1,12,1,0,2,26,4,1
251,2012-01-26,2012,0,3,4,0,2,0,0,0,0,53,48,815,1,15,1,0,2,26,4,1
252,2012-01-26,2012,0,3,4,0,1,0,0,1,0,10,175,782,1,8,0,0,2,26,4,1
253,2012-01-26,2012,0,3,4,0,1,0,0,0,0,53,8,1005,1,2,1,0,2,26,4,1
254,2012-01-26,2012,0,3,0,0,2,0,0,0,1,41,48,165,1,15,1,0,6,26,4,1
255,2012-01-26,2012,0,3,4,0,0,1,0,0,0,71,196,482,1,5,1,1,2,26,4,1
256,2012-01-27,2012,0,4,4,0,0,1,0,0,0,53,92,999,1,15,0,0,2,27,5,1
257,2012-01-27,2012,0,4,0,0,1,0,0,0,1,53,43,877,1,0,1,0,6,27,5,1
258,2012-01-27,2012,0,4,0,2,1,0,0,0,0,53,92,1036,1,15,0,0,2,27,5,1
259,2012-01-27,2012,0,4,0,0,1,0,0,0,1,53,90,985,1,3,0,1,6,27,5,1
260,2012-01-27,2012,0,4,0,0,1,0,0,0,1,87,79,1089,1,11,0,0,6,27,5,1
261,2012-01-27,2012,0,4,4,0,1,0,0,0,0,41,182,233,1,10,0,0,2,27,5,1
262,2012-01-27,2012,0,4,4,0,1,0,0,0,1,53,25,564,1,12,0,1,6,27,5,1
263,2012-01-27,2012,0,4,4,0,2,0,0,0,0,8,67,652,1,10,0,1,2,27,5,1
264,2012-01-27,2012,0,4,0,1,0,0,0,0,1,53,42,288,1,12,0,0,6,27,5,1
